Date,Yield on U.S. 10 Year Government Bond - %,S&P 500,NASDAQ 100,Bloomberg Dollar Index,Gold Price (Oz.) - USD,M2 Money Supply - USD Trillions
2018-05-22,3.0597,2724.44,6893.62,1168.19,1302.25,14.0374
2018-05-23,2.9935,2733.29,6953.63,1169.31,1299.04,14.0374
2018-05-24,2.977,2727.76,6949.7,1167.93,1298.77,14.0374
2018-05-25,2.9313,2721.33,6960.92,1171.06,1301.38,14.0374
2018-05-28,2.9313,2721.33,6960.92,1172.43,1298.51,14.07
2018-05-29,2.781,2689.86,6926.54,1176.92,1293.4,14.07
2018-05-30,2.855,2724.01,6976.37,1169.84,1292.02,14.07
2018-05-31,2.8586,2705.27,6967.73,1170.66,1296.4,14.07
2018-06-01,2.9022,2734.62,7083.93,1172.49,1296.4,14.07
2018-06-04,2.9424,2746.87,7143.57,1171.66,1297.18,14.0834
2018-06-05,2.9277,2748.8,7166.75,1172.88,1298.17,14.0834
2018-06-06,2.9717,2772.35,7210.08,1170.17,1300.49,14.0834
2018-06-07,2.9204,2770.37,7152.83,1170,1295.97,14.0834
2018-06-08,2.9461,2779.03,7152.62,1169.52,1299.31,14.0834
2018-06-11,2.9516,2782,7168.48,1172.52,1302.25,14.101
2018-06-12,2.9608,2786.85,7209.18,1175.83,1278.94,14.101
2018-06-13,2.9663,2775.63,7205.26,1174.14,1278.32,14.101
2018-06-14,2.9351,2782.49,7279.59,1185.6,1274.66,14.101
2018-06-15,2.9205,2779.66,7255.76,1186.06,1267.86,14.101
2018-06-18,2.9169,2773.75,7251.41,1185.59,1267.19,14.1205
2018-06-19,2.8967,2762.59,7228.04,1188.21,1270.56,14.1205
2018-06-20,2.9389,2767.32,7280.71,1188.14,1265.64,14.1205
2018-06-21,2.8967,2749.76,7217.49,1184.8,1259.04,14.1205
2018-06-22,2.8949,2754.88,7197.51,1180.74,1252.35,14.1205
2018-06-25,2.8803,2717.07,7038.17,1179.24,1248.25,14.1352
2018-06-26,2.8766,2723.06,7068.2,1183.25,1252.6,14.1352
2018-06-27,2.8256,2699.63,6969.67,1190.74,1242.04,14.1352
2018-06-28,2.8365,2716.31,7031.6,1187.2,1252.73,14.1352
2018-06-29,2.8601,2718.37,7040.8,1181.2,1254.99,14.1352
2018-07-02,2.8711,2726.71,7097.82,1186.55,1257.91,14.1425
2018-07-03,2.8309,2713.22,7014.55,1179.63,1255.48,14.1425
2018-07-04,2.8309,2713.22,7014.55,1178.88,1257.68,14.1425
2018-07-05,2.8291,2736.61,7101.05,1176.95,1255.54,14.1425
2018-07-06,2.8217,2759.82,7207.33,1172.69,1241.96,14.1425
2018-07-09,2.8564,2784.17,7276,1173.56,1247.39,14.1298
2018-07-10,2.8491,2793.84,7282.6,1172.57,1244.32,14.1298
2018-07-11,2.8491,2774.02,7243.98,1181.17,1240.93,14.1298
2018-07-12,2.8454,2798.29,7366.25,1180.21,1227.54,14.1298
2018-07-13,2.8271,2801.31,7375.82,1179.43,1227.51,14.1298
2018-07-16,2.8582,2798.43,7357.9,1177.23,1222.97,14.1489
2018-07-17,2.86,2809.55,7403.89,1182.09,1229.53,14.1489
2018-07-18,2.8692,2815.62,7390.13,1183.43,1224.5,14.1489
2018-07-19,2.838,2804.49,7352.36,1186.58,1224.52,14.1489
2018-07-20,2.8931,2801.83,7350.23,1177.58,1231.63,14.1489
2018-07-23,2.9541,2806.98,7371.78,1178.88,1222.69,14.155
2018-07-24,2.9486,2820.4,7406.25,1177.41,1224.22,14.155
2018-07-25,2.9746,2846.07,7508.59,1171.6,1221.45,14.155
2018-07-26,2.9764,2837.44,7400.75,1177.39,1224.15,14.155
2018-07-27,2.9542,2818.82,7296.78,1175.47,1215.96,14.155
2018-07-30,2.9728,2802.6,7193.1,1172.92,1207.83,14.1546
2018-07-31,2.9598,2816.29,7231.98,1174.63,1214.9,14.1546
2018-08-01,3.0064,2813.36,7272.89,1175.8,1207.64,14.1546
2018-08-02,2.9859,2827.22,7372.15,1180.52,1210.97,14.1546
2018-08-03,2.9488,2840.35,7395.49,1178.96,1213.88,14.1546
2018-08-06,2.9395,2850.4,7439,1180.78,1212.47,14.1675
2018-08-07,2.973,2858.45,7462.65,1178.66,1210.57,14.1675
2018-08-08,2.96,2857.7,7469.55,1177.38,1193.5,14.1675
2018-08-09,2.9258,2853.58,7466.96,1183.13,1194.09,14.1675
2018-08-10,2.8732,2833.28,7408.3,1191.18,1174.85,14.1675
2018-08-13,2.8786,2821.93,7401.17,1193.65,1174.16,14.1982
2018-08-14,2.8985,2839.96,7447.17,1194.18,1184.25,14.1982
2018-08-15,2.8623,2818.37,7354.66,1196.37,1190.48,14.1982
2018-08-16,2.8659,2840.69,7374.3,1194.25,1195.99,14.1982
2018-08-17,2.8605,2850.13,7377.54,1188.12,1195.8,14.1982
2018-08-20,2.819,2857.05,7371.42,1185.62,1185.56,14.2088
2018-08-21,2.8298,2862.96,7397.23,1180.46,1205.35,14.2088
2018-08-22,2.8189,2861.82,7424.6,1178.15,1211.38,14.2088
2018-08-23,2.8261,2856.98,7413.84,1186.77,1201,14.2088
2018-08-24,2.8098,2874.69,7485.4,1180.66,1206.6,14.2088
2018-08-27,2.8459,2896.74,7559.13,1176.22,1199.98,14.2408
2018-08-28,2.8804,2897.52,7570.25,1177.94,1201.15,14.2408
2018-08-29,2.884,2914.04,7660.18,1176.18,1201.27,14.2408
2018-08-30,2.855,2901.13,7642.67,1178.35,1191.52,14.2408
2018-08-31,2.8604,2901.52,7654.55,1182.43,1196.73,14.2408
2018-09-03,2.8604,2901.52,7654.55,1183.68,1199.98,14.2371
2018-09-04,2.8985,2896.72,7622.32,1188.91,1196.93,14.2371
2018-09-05,2.9022,2888.6,7523.26,1186.29,1195.88,14.2371
2018-09-06,2.8731,2878.05,7453.17,1183.92,1198.59,14.2371
2018-09-07,2.9388,2871.68,7430.26,1188.49,1206.24,14.2371
2018-09-10,2.9314,2877.13,7447.68,1186.6,1201.47,14.2203
2018-09-11,2.9755,2887.89,7507.87,1186.76,1194.85,14.2203
2018-09-12,2.9626,2888.92,7488.06,1181.02,1201.46,14.2203
2018-09-13,2.97,2904.18,7561.69,1178.09,1198.36,14.2203
2018-09-14,2.9959,2904.98,7545.5,1181.97,1204.04,14.2203
2018-09-17,2.9867,2888.8,7434.73,1178.26,1207.18,14.2353
2018-09-18,3.0551,2904.31,7494.4,1178.84,1200.04,14.2353
2018-09-19,3.0626,2907.95,7490.32,1177.36,1199.03,14.2353
2018-09-20,3.0626,2930.75,7569.04,1172.28,1201.22,14.2353
2018-09-21,3.0628,2929.67,7531.07,1175.1,1194.44,14.2353
2018-09-24,3.0889,2919.37,7548.75,1177.66,1182.83,14.2518
2018-09-25,3.0964,2915.56,7563.19,1177.03,1190.88,14.2518
2018-09-26,3.048,2905.97,7563.09,1176.62,1188.99,14.2518
2018-09-27,3.0518,2914,7629.57,1182.89,1203.32,14.2518
2018-09-28,3.0612,2913.98,7627.65,1183.18,1197.35,14.2518
2018-10-01,3.0836,2924.59,7645.45,1184.01,1199.92,14.27
2018-10-02,3.0631,2923.43,7628.28,1186,1203.63,14.27
2018-10-03,3.1813,2925.51,7637.43,1191.26,1188.08,14.27
2018-10-04,3.187,2901.61,7490,1192.61,1189.77,14.27
2018-10-05,3.2328,2885.57,7399.01,1189.81,1194.79,14.27
2018-10-08,3.2328,2884.43,7352.82,1190.53,1224.09,14.2361
2018-10-09,3.2063,2880.34,7371.62,1189.83,1217.05,14.2361
2018-10-10,3.1629,2785.68,7044.5,1190.43,1227.06,14.2361
2018-10-11,3.1498,2728.37,6964.03,1184.83,1224.95,14.2361
2018-10-12,3.1613,2767.13,7157.21,1186.2,1222.29,14.2361
2018-10-15,3.1557,2750.79,7068.67,1183.84,1225.81,14.2615
2018-10-16,3.1633,2809.92,7276.43,1182.77,1226.49,14.2615
2018-10-17,3.205,2809.21,7278.63,1188.41,1222.1,14.2615
2018-10-18,3.1786,2768.78,7116.09,1193.53,1230.3,14.2615
2018-10-19,3.1921,2767.78,7107.23,1192.83,1233.79,14.2615
2018-10-22,3.1978,2755.88,7141.21,1196.48,1232.17,14.2867
2018-10-23,3.1676,2740.69,7118.67,1194.56,1233.53,14.2867
2018-10-24,3.1035,2656.1,6789.15,1199.4,1229.42,14.2867
2018-10-25,3.1167,2705.57,7016.39,1200.8,1222.93,14.2867
2018-10-26,3.0755,2658.69,6852.4,1197.59,1214.76,14.2867
2018-10-29,3.0849,2641.25,6713.9,1204.86,1233.43,14.2929
2018-10-30,3.1227,2682.63,6810.12,1208.01,1232.89,14.2929
2018-10-31,3.1435,2711.74,6967.1,1210.45,1231.49,14.2929
2018-11-01,3.1303,2740.37,7069.17,1200.38,1227.19,14.2929
2018-11-02,3.2121,2723.06,6965.29,1201.33,1226.49,14.2929
2018-11-05,3.2008,2738.31,6937.09,1199.8,1224,14.2495
2018-11-06,3.2276,2755.45,6988.85,1198.64,1209.65,14.2495
2018-11-07,3.2355,2813.89,7203.13,1197.61,1200.37,14.2495
2018-11-08,3.2373,2806.83,7158.59,1204.67,1202.23,14.2495
2018-11-09,3.1819,2781.01,7039.15,1206.52,1210.88,14.2495
2018-11-12,3.1819,2726.22,6829.1,1214.16,1213.36,14.2476
2018-11-13,3.1397,2722.18,6830.91,1211.19,1223.36,14.2476
2018-11-14,3.125,2701.58,6769.87,1207.72,1224.17,14.2476
2018-11-15,3.1103,2730.2,6890.45,1208.04,1221.66,14.2476
2018-11-16,3.0628,2736.27,6867.02,1200.97,1226.04,14.2476
2018-11-19,3.0628,2690.73,6642.92,1200.73,1228.64,14.2731
2018-11-20,3.0628,2641.89,6526.96,1206.58,1223.05,14.2731
2018-11-21,3.0627,2649.93,6575.66,1205.24,1222.4,14.2731
2018-11-22,3.0627,2649.93,6575.66,1202.87,1215.05,14.2731
2018-11-23,3.039,2632.56,6527.35,1207.54,1221.23,14.2731
2018-11-26,3.0535,2673.45,6678.34,1210,1224.21,14.2935
2018-11-27,3.0572,2682.17,6701.04,1212.16,1220.52,14.2935
2018-11-28,3.059,2743.79,6913.33,1205.35,1230.67,14.2935
2018-11-29,3.0298,2737.76,6892.4,1204.27,1238.54,14.2935
2018-11-30,2.9879,2760.17,6949.01,1208.43,1237.29,14.2935
2018-12-03,2.9697,2790.37,7062.13,1206.32,1237.78,14.3371
2018-12-04,2.9136,2700.06,6795.21,1206.33,1249.31,14.3371
2018-12-05,2.9136,2700.06,6795.21,1208.82,1244.46,14.3371
2018-12-06,2.8955,2695.95,6838.85,1205.5,1243.25,14.3371
2018-12-07,2.845,2633.08,6613.28,1204.18,1245.66,14.3371
2018-12-10,2.8575,2637.72,6682.74,1210.62,1241.99,14.3477
2018-12-11,2.879,2636.78,6704.24,1211.84,1239.02,14.3477
2018-12-12,2.9096,2651.07,6763.96,1207.13,1245.85,14.3477
2018-12-13,2.9131,2650.54,6767.97,1209.03,1249.42,14.3477
2018-12-14,2.8895,2599.95,6594.96,1212.46,1243.08,14.3477
2018-12-17,2.857,2545.94,6448.39,1208.4,1259.86,14.3544
2018-12-18,2.8175,2546.16,6491.52,1207.28,1256.94,14.3544
2018-12-19,2.7548,2506.96,6342.97,1208.34,1269.22,14.3544
2018-12-20,2.8065,2467.42,6243.2,1199.89,1268.54,14.3544
2018-12-21,2.7902,2416.62,6046.56,1206.67,1267.14,14.3544
2018-12-24,2.7383,2351.1,5899.35,1201.71,1275.71,14.4219
2018-12-25,2.7383,2351.1,5899.35,1202.19,1280.71,14.4219
2018-12-26,2.8079,2467.7,6262.77,1205.71,1282.49,14.4219
2018-12-27,2.7666,2488.83,6288.3,1200.84,1282.6,14.4219
2018-12-28,2.7182,2485.74,6285.27,1198.22,1284.59,14.4219
2018-12-31,2.6842,2506.85,6329.96,1195.91,1294.28,14.4486
2019-01-01,2.6842,2506.85,6329.96,1195.7,1286.05,14.4486
2019-01-02,2.6204,2510.03,6360.87,1199.79,1289.21,14.4486
2019-01-03,2.5535,2447.89,6147.13,1194.02,1285.39,14.4486
2019-01-04,2.6677,2531.94,6422.67,1191.38,1293.56,14.4486
2019-01-07,2.696,2549.69,6488.25,1186.84,1286.65,14.4326
2019-01-08,2.728,2574.41,6551.85,1189,1290.25,14.4326
2019-01-09,2.71,2584.96,6600.69,1180.56,1291.72,14.4326
2019-01-10,2.7421,2596.64,6620.94,1183.8,1289.51,14.4326
2019-01-11,2.7007,2596.26,6601.4,1183.97,1293.67,14.4326
2019-01-14,2.7024,2582.61,6541.04,1182.46,1292.05,14.4237
2019-01-15,2.7112,2610.3,6669.64,1185.38,1282.11,14.4237
2019-01-16,2.7218,2616.1,6668.56,1186.29,1280.47,14.4237
2019-01-17,2.7504,2635.96,6718.45,1186.52,1285.22,14.4237
2019-01-18,2.7842,2670.71,6784.61,1190.92,1282.72,14.4237
2019-01-21,2.7842,2670.71,6784.61,1191.32,1281.21,14.4297
2019-01-22,2.7392,2632.9,6646.81,1191.89,1305.25,14.4297
2019-01-23,2.7409,2638.7,6658.76,1188.48,1303.36,14.4297
2019-01-24,2.7157,2642.33,6702.55,1191.64,1311.79,14.4297
2019-01-25,2.7585,2664.76,6787.37,1183.31,1319.91,14.4297
2019-01-28,2.744,2643.85,6697.09,1183.71,1321.25,14.4822
2019-01-29,2.7098,2640,6632.79,1184.58,1317.98,14.4822
2019-01-30,2.6775,2681.05,6807.91,1180.19,1312.25,14.4822
2019-01-31,2.6293,2704.1,6906.84,1180.83,1315.32,14.4822
2019-02-01,2.6842,2706.53,6875.52,1181.98,1306.6,14.4822
2019-02-04,2.7235,2724.87,6959.96,1185.09,1310.11,14.4493
2019-02-05,2.6983,2737.7,7023.52,1186.21,1314.29,14.4493
2019-02-06,2.6946,2731.61,6997.62,1189.88,1308.12,14.4493
2019-02-07,2.6572,2706.05,6904.98,1191.83,1310.8,14.4493
2019-02-08,2.6339,2707.88,6913.13,1192.07,1306.27,14.4493
2019-02-11,2.6536,2709.8,6909.19,1197.72,1312.57,14.4547
2019-02-12,2.6877,2744.73,7014.67,1194.2,1322.49,14.4547
2019-02-13,2.7021,2753.03,7015.88,1199.45,1326.89,14.4547
2019-02-14,2.6536,2745.73,7022.42,1197.29,1340.94,14.4547
2019-02-15,2.6626,2775.6,7055.18,1195.04,1338.44,14.4547
2019-02-18,2.6626,2775.6,7055.18,1194.48,1323.63,14.4279
2019-02-19,2.6339,2779.76,7066.61,1190.55,1329.4,14.4279
2019-02-20,2.6447,2784.7,7062.34,1191.09,1327.58,14.4279
2019-02-21,2.6914,2774.88,7035.16,1192.71,1328.96,14.4279
2019-02-22,2.6518,2792.67,7090.63,1190.5,1319.86,14.4279
2019-02-25,2.6626,2796.11,7115.43,1189.46,1313.32,14.443
2019-02-26,2.6357,2793.9,7123.22,1185.77,1293.44,14.443
2019-02-27,2.6825,2792.38,7117,1187.46,1286.74,14.443
2019-02-28,2.715,2784.49,7097.53,1189.88,1288.01,14.443
2019-03-01,2.7531,2803.69,7151.57,1193.46,1286.36,14.443
2019-03-04,2.7223,2792.81,7150.83,1193.89,1285.61,14.4525
2019-03-05,2.7169,2789.65,7156.79,1195.72,1298.3,14.4525
2019-03-06,2.6934,2771.45,7112.47,1197.35,1293.35,14.4525
2019-03-07,2.6393,2748.93,7026.88,1204.98,1301.58,14.4525
2019-03-08,2.6285,2743.07,7015.69,1201.2,1309.12,14.4525
2019-03-11,2.6393,2783.3,7164.02,1198.8,1296.17,14.4605
2019-03-12,2.6015,2791.52,7201.28,1196.14,1302.4,14.4605
2019-03-13,2.6213,2810.92,7256.98,1191.81,1303.71,14.4605
2019-03-14,2.6303,2808.48,7243.01,1195.31,1306.56,14.4605
2019-03-15,2.5871,2822.48,7306.99,1192.81,1312.53,14.4605
2019-03-18,2.6033,2832.94,7326.28,1190.66,1309.36,14.4486
2019-03-19,2.6123,2832.57,7349.28,1189.46,1313.68,14.4486
2019-03-20,2.5263,2824.23,7380.75,1183.52,1321.9,14.4486
2019-03-21,2.5369,2854.88,7493.27,1188.74,1315.71,14.4486
2019-03-22,2.439,2800.71,7326.06,1191.1,1309.55,14.4486
2019-03-25,2.3983,2798.36,7316.96,1189.43,1290.42,14.479
2019-03-26,2.423,2818.46,7351.15,1192.18,1292.38,14.479
2019-03-27,2.3665,2805.37,7308.19,1194.39,1287.72,14.479
2019-03-28,2.3946,2815.44,7320.47,1198.25,1292.46,14.479
2019-03-29,2.405,2834.4,7378.77,1198.44,1289.93,14.479
2019-04-01,2.5009,2867.19,7478.42,1196.68,1292.21,14.5142
2019-04-02,2.4741,2867.24,7499.64,1197.83,1291.76,14.5142
2019-04-03,2.5241,2873.4,7544.97,1195.77,1297.48,14.5142
2019-04-04,2.5151,2879.39,7540.57,1197.33,1304.1,14.5142
2019-04-05,2.4954,2892.74,7578.84,1198.24,1307.99,14.5142
2019-04-08,2.5222,2895.77,7599.74,1194.58,1292.52,14.4924
2019-04-09,2.5006,2878.2,7568.49,1193.91,1290.43,14.4924
2019-04-10,2.4649,2888.21,7611.49,1191.96,1287.95,14.4924
2019-04-11,2.497,2888.32,7594.89,1194.83,1276.79,14.4924
2019-04-12,2.5651,2907.41,7628.15,1192.56,1273.98,14.4924
2019-04-15,2.5543,2905.58,7629.12,1193.3,1275.82,14.5399
2019-04-16,2.5904,2907.06,7654.73,1194.76,1275.52,14.5399
2019-04-17,2.594,2900.45,7680.72,1193.83,1274.99,14.5399
2019-04-18,2.5596,2905.03,7689.72,1197.45,1272.42,14.5399
2019-04-19,2.5596,2905.03,7689.72,1197.2,1275.76,14.5399
2019-04-22,2.5885,2907.97,7713.5,1196.74,1277.17,14.5161
2019-04-23,2.565,2933.68,7810.71,1200.2,1286.16,14.5161
2019-04-24,2.5181,2927.25,7784.41,1206.37,1279.9,14.5161
2019-04-25,2.5325,2926.17,7816.92,1206.29,1283.53,14.5161
2019-04-26,2.4982,2939.88,7826.68,1204.21,1276.76,14.5161
2019-04-29,2.5252,2943.03,7839.04,1203.11,1270.69,14.5675
2019-04-30,2.5018,2945.83,7781.46,1199.61,1279.11,14.5675
2019-05-01,2.4999,2923.73,7751.85,1201.12,1281.1,14.5675
2019-05-02,2.5414,2917.52,7724.06,1203.68,1284.43,14.5675
2019-05-03,2.525,2945.64,7845.73,1198.59,1280.88,14.5675
2019-05-06,2.4692,2932.47,7794.09,1199.72,1284.08,14.5852
2019-05-07,2.4566,2884.05,7640.15,1200.31,1286.05,14.5852
2019-05-08,2.4835,2879.42,7617.55,1201.35,1299.91,14.5852
2019-05-09,2.4423,2870.72,7582.75,1200.47,1296.92,14.5852
2019-05-10,2.4672,2881.4,7586.53,1198.47,1296.49,14.5852
2019-05-13,2.4015,2811.87,7324.13,1200.52,1286.72,14.5867
2019-05-14,2.4104,2834.41,7401.88,1202.29,1277.53,14.5867
2019-05-15,2.3732,2850.96,7503.25,1202.02,1277.82,14.5867
2019-05-16,2.3944,2876.32,7580.14,1205.06,1274.68,14.5867
2019-05-17,2.3909,2859.53,7503.68,1207.51,1273.34,14.5867
2019-05-20,2.4157,2840.23,7376.7,1205.63,1283.45,14.6313
2019-05-21,2.4264,2864.36,7451.02,1206.77,1284.93,14.6313
2019-05-22,2.382,2856.27,7420.66,1206.91,1285.36,14.6313
2019-05-23,2.3185,2822.24,7307.93,1205.19,1279.33,14.6313
2019-05-24,2.3202,2826.06,7300.96,1201.77,1279.78,14.6313
2019-05-27,2.3202,2826.06,7300.96,1203.36,1288.65,14.6774
2019-05-28,2.2658,2802.39,7278.38,1205.8,1305.58,14.6774
2019-05-29,2.2605,2783.02,7216.86,1208.31,1325.31,14.6774
2019-05-30,2.2133,2788.86,7245.4,1207.79,1325.52,14.6774
2019-05-31,2.1246,2752.06,7127.96,1206.19,1330.32,14.6774
2019-06-03,2.071,2744.45,6978.02,1201.71,1335.33,14.7045
2019-06-04,2.1296,2803.27,7166.75,1198.78,1340.86,14.7045
2019-06-05,2.1348,2826.15,7220.9,1201.9,1327.98,14.7045
2019-06-06,2.1174,2843.49,7275.93,1199.53,1326.84,14.7045
2019-06-07,2.0809,2873.34,7417.29,1195.42,1333.58,14.7045
2019-06-10,2.1484,2886.73,7501.93,1194.79,1342.31,14.7436
2019-06-11,2.1431,2885.72,7513.85,1193.82,1341.7,14.7436
2019-06-12,2.1205,2879.84,7472.29,1197.27,1339.66,14.7436
2019-06-13,2.0945,2891.64,7510.68,1197.24,1346.61,14.7436
2019-06-14,2.0804,2886.98,7479.11,1202.31,1360.38,14.7436
2019-06-17,2.0942,2889.67,7526.52,1202.92,1388.44,14.7694
2019-06-18,2.0595,2917.75,7635.4,1201.7,1399.63,14.7694
2019-06-19,2.0233,2926.46,7667.74,1197.03,1419.72,14.7694
2019-06-20,2.0284,2954.18,7738.06,1189.55,1423.44,14.7694
2019-06-21,2.054,2950.46,7728.78,1187.31,1409,14.7694
2019-06-24,2.0143,2945.35,7723.02,1185.86,1409.78,14.7871
2019-06-25,1.985,2917.38,7591.54,1187.57,1409.55,14.7871
2019-06-26,2.0468,2913.78,7627.05,1187.33,1384.19,14.7871
2019-06-27,2.014,2924.92,7657.05,1187.32,1418.65,14.7871
2019-06-28,2.0051,2941.76,7671.08,1186.92,1418.78,14.7871
2019-07-01,2.024,2964.33,7768.14,1192.62,1416.08,14.8349
2019-07-02,1.974,2973.01,7799.82,1191.58,1399.45,14.8349
2019-07-03,1.9498,2995.82,7857.69,1190.74,1395.53,14.8349
2019-07-04,1.9498,2995.82,7857.69,1189.92,1397.61,14.8349
2019-07-05,2.0338,2990.41,7841.3,1195.16,1419.02,14.8349
2019-07-08,2.0476,2975.95,7785.79,1196.52,1403.81,14.8351
2019-07-09,2.0648,2979.63,7826.86,1199.33,1415.75,14.8351
2019-07-10,2.0613,2993.07,7903.4,1195.33,1414.13,14.8351
2019-07-11,2.1378,2999.91,7896.78,1194.03,1406.23,14.8351
2019-07-12,2.1219,3013.77,7943.24,1190.58,1426.57,14.8351
2019-07-15,2.0887,3014.3,7966.93,1191.7,1446.1,14.821
2019-07-16,2.1026,3004.04,7927.08,1196.55,1425.37,14.821
2019-07-17,2.0451,2984.42,7888.76,1194.87,1424.88,14.821
2019-07-18,2.0242,2995.11,7904.13,1188.6,1417.83,14.821
2019-07-19,2.0552,2976.61,7834.9,1193.03,1425.86,14.821
2019-07-22,2.0464,2985.03,7905.12,1194.6,1414.58,14.8705
2019-07-23,2.0812,3005.47,7954.56,1199.57,1418.9,14.8705
2019-07-24,2.0428,3019.56,8010.61,1198.91,1426.8,14.8705
2019-07-25,2.081,3003.67,7929.87,1200.71,1430.88,14.8705
2019-07-26,2.0703,3025.86,8016.95,1202.65,1413.78,14.8705
2019-07-29,2.065,3020.97,7989.08,1203.62,1445.18,14.903
2019-07-30,2.058,3013.18,7952.47,1203.54,1440.83,14.903
2019-07-31,2.0144,2980.38,7848.78,1208.85,1463.7,14.903
2019-08-01,1.8935,2953.56,7801.15,1206.55,1474.42,14.903
2019-08-02,1.8452,2932.05,7692.8,1205.13,1501.16,14.903
2019-08-05,1.7075,2844.74,7415.69,1204.43,1500.95,14.9227
2019-08-06,1.7023,2881.77,7521.32,1205.34,1496.95,14.9227
2019-08-07,1.7342,2883.98,7551.9,1205.36,1511.16,14.9227
2019-08-08,1.7172,2938.09,7724.83,1202.96,1501.51,14.9227
2019-08-09,1.7447,2918.65,7646.27,1202.7,1516.36,14.9227
2019-08-12,1.6454,2883.75,7561.68,1203.15,1523.29,14.9217
2019-08-13,1.7035,2926.32,7728.15,1205.44,1513.52,14.9217
2019-08-14,1.5792,2840.6,7490.13,1208.77,1495.92,14.9217
2019-08-15,1.5269,2847.6,7484.89,1208.27,1507.2,14.9217
2019-08-16,1.5538,2888.68,7604.11,1208.9,1502.65,14.9217
2019-08-19,1.6063,2923.65,7719.32,1212.66,1498.06,14.9156
2019-08-20,1.5555,2900.51,7664.47,1209.39,1526.96,14.9156
2019-08-21,1.5893,2924.43,7733.22,1210.6,1527.31,14.9156
2019-08-22,1.6131,2922.95,7707.43,1210.57,1542.81,14.9156
2019-08-23,1.5351,2847.11,7465,1206.3,1539.01,14.9156
2019-08-26,1.5351,2878.38,7575.02,1209.96,1527.63,14.9322
2019-08-27,1.4711,2869.16,7566.03,1210.13,1520.38,14.9322
2019-08-28,1.4794,2887.94,7587.9,1212.91,1529.29,14.9322
2019-08-29,1.4945,2924.58,7702.31,1214.93,1547.1,14.9322
2019-08-30,1.4961,2926.46,7691,1216.62,1552.55,14.9322
2019-09-02,1.4961,2926.46,7691,1219.46,1519.05,14.9707
2019-09-03,1.4573,2906.27,7609.51,1217.84,1506.82,14.9707
2019-09-04,1.4657,2937.78,7719.25,1210.97,1499.13,14.9707
2019-09-05,1.5586,2976,7862.54,1210.57,1485.78,14.9707
2019-09-06,1.5602,2978.71,7852.54,1208.98,1497.2,14.9707
2019-09-09,1.6438,2978.43,7832.4,1208.18,1499.26,14.9814
2019-09-10,1.7316,2979.39,7814.74,1208.74,1488.53,14.9814
2019-09-11,1.7385,3000.93,7887.58,1210.83,1498.43,14.9814
2019-09-12,1.7715,3009.57,7917.34,1208.49,1501.38,14.9814
2019-09-13,1.8958,3007.39,7892.96,1206.65,1494,14.9814
2019-09-16,1.8467,2997.96,7852.41,1209.98,1499.03,14.9892
2019-09-17,1.8013,3005.7,7888.79,1207.1,1516.9,14.9892
2019-09-18,1.7961,3006.73,7888.56,1210.08,1522.24,14.9892
2019-09-19,1.784,3006.79,7901.79,1208.98,1531.87,14.9892
2019-09-20,1.7215,2992.07,7823.55,1209.78,1504.05,14.9892
2019-09-23,1.7267,2991.78,7818.61,1210.45,1504.78,15.0565
2019-09-24,1.6456,2966.6,7710.04,1207.55,1497.01,15.0565
2019-09-25,1.7372,2984.87,7803.54,1214.8,1472.49,15.0565
2019-09-26,1.6921,2977.62,7771.99,1216.97,1479.14,15.0565
2019-09-27,1.6801,2961.79,7681.58,1216.36,1499.45,15.0565
2019-09-30,1.6646,2976.74,7749.45,1218.84,1505.19,15.1042
2019-10-01,1.6353,2940.25,7684.14,1217.29,1504.66,15.1042
2019-10-02,1.5992,2887.61,7550.79,1216.69,1493.5,15.1042
2019-10-03,1.5341,2910.63,7638.4,1214.04,1505.51,15.1042
2019-10-04,1.529,2952.01,7754.1,1211.76,1505.57,15.1042
2019-10-07,1.558,2938.79,7725.13,1214.2,1493.99,15.1403
2019-10-08,1.5289,2893.06,7604.27,1215.94,1489.01,15.1403
2019-10-09,1.5836,2919.4,7690.53,1215.86,1493.21,15.1403
2019-10-10,1.6681,2938.13,7740.36,1211.39,1481.01,15.1403
2019-10-11,1.729,2970.27,7843.88,1206.01,1490.13,15.1403
2019-10-14,1.729,2966.15,7842.33,1208.28,1491.87,15.1562
2019-10-15,1.771,2995.68,7942.85,1206.59,1490.05,15.1562
2019-10-16,1.7395,2989.69,7920.21,1204.09,1484.5,15.1562
2019-10-17,1.7518,2997.95,7942.14,1199.73,1487.68,15.1562
2019-10-18,1.7536,2986.2,7868.49,1196.09,1492.12,15.1562
2019-10-21,1.7993,3006.72,7940.33,1196.03,1503.98,15.1604
2019-10-22,1.7607,2995.99,7874.62,1197.19,1504.63,15.1604
2019-10-23,1.7642,3004.52,7889.47,1197.14,1492.51,15.1604
2019-10-24,1.766,3010.29,7966.72,1199.51,1487.72,15.1604
2019-10-25,1.7943,3022.55,8029.22,1199.7,1495.66,15.1604
2019-10-28,1.842,3039.42,8110.67,1199.09,1512.99,15.1947
2019-10-29,1.8385,3036.89,8047.51,1198.95,1514.34,15.1947
2019-10-30,1.7715,3046.77,8083.11,1197.51,1509.82,15.1947
2019-10-31,1.691,3037.56,8083.83,1195.81,1483.61,15.1947
2019-11-01,1.7103,3066.91,8161.17,1194.2,1490.57,15.1947
