Date,Forecasted_N100
7/24/20,10789.91068
7/27/20,10766.28579
7/28/20,10825.60651
7/29/20,10838.75425
7/30/20,10870.76133
7/31/20,10903.35152
8/3/20,10951.27451
8/4/20,11010.57381
8/5/20,11080.29397
8/6/20,11154.05529
8/7/20,11225.69666
